Date,Ticker,Overnight_Return_Percentage
2020-03-31,SQQQ,0.6302521008403339
2020-04-01,SQQQ,8.941418293936266
2020-04-02,SQQQ,1.4123006833713037
2020-04-03,SQQQ,0.9200968523002562
2020-04-06,TQQQ,11.056105610561051
2020-04-07,TQQQ,8.966861598440556
2020-04-08,TQQQ,2.9101562499999956
2020-04-09,TQQQ,2.6803745180833394
2020-04-13,SQQQ,1.206349206349211
2020-04-14,TQQQ,6.151670496729711
2020-04-15,SQQQ,4.837490551776247
2020-04-16,TQQQ,3.269137400873934
2020-04-17,TQQQ,3.9477726574500993
2020-04-20,SQQQ,2.4583663758921626
2020-04-21,SQQQ,2.9185867895545448
2020-04-22,TQQQ,6.268500783562603
2020-04-23,TQQQ,1.1518157094864812
2020-04-24,TQQQ,0.7085346215780941
2020-04-27,TQQQ,3.195084485407085
2020-04-28,TQQQ,2.787403947566669
2020-04-29,TQQQ,6.8015291494106345
2020-04-30,TQQQ,1.5870725725003476
2020-05-01,SQQQ,6.476683937823835
2020-05-04,SQQQ,1.5847860538827252
2020-05-05,TQQQ,3.011406844106479
2020-05-06,TQQQ,2.4907885040530653
2020-05-07,TQQQ,3.8155802861685295
2020-05-08,TQQQ,2.309083321741534
2020-05-11,SQQQ,1.7857142857142794
2020-05-12,TQQQ,1.069797782126547
2020-05-13,TQQQ,0.6935774726036792
2020-05-14,SQQQ,1.8421052631578894
2020-05-15,SQQQ,4.174228675136127
2020-05-18,TQQQ,4.266703251474824
2020-05-19,TQQQ,0.3501491375956345
2020-05-20,TQQQ,3.515420805018299
2020-05-21,TQQQ,0.2962962962962834
2020-05-22,SQQQ,0.8032128514056103
2020-05-26,TQQQ,4.834637717748036
2020-05-27,SQQQ,0.9072580645161255
2020-05-28,SQQQ,1.533742331288357
2020-05-29,TQQQ,0.6919109321927408
2020-06-01,SQQQ,0.9544008483563182
2020-06-02,TQQQ,0.5370569280343629
2020-06-03,TQQQ,0.8073952726421751
2020-06-04,SQQQ,0.7803790412485911
2020-06-05,TQQQ,1.2255479613481057
2020-06-08,SQQQ,0.23148148148146586
2020-06-09,SQQQ,1.1862396204033177
2020-06-10,TQQQ,2.150308707685755
2020-06-11,SQQQ,5.044136191677184
2020-06-12,TQQQ,6.373493975903632
2020-06-15,SQQQ,4.3771043771043905
2020-06-16,TQQQ,6.3788586399362135
2020-06-17,TQQQ,1.8825056799740336
2020-06-18,SQQQ,0.4962779156327368
2020-06-19,TQQQ,3.1047315257841657
2020-06-22,SQQQ,0.12499999999999734
2020-06-23,TQQQ,2.1694427308246
2020-06-24,SQQQ,1.0638297872340496
2020-06-25,SQQQ,0.12562814070351536
2020-06-26,SQQQ,0.5167958656330685
2020-06-29,SQQQ,0.24096385542167198
2020-06-30,TQQQ,-0.021659085986580617
2020-07-01,TQQQ,0.21505376344086446
2020-07-02,TQQQ,3.1144947597389727
2020-07-06,TQQQ,3.8822732113466873
2020-07-07,SQQQ,0.45317220543807935
2020-07-08,TQQQ,1.591536338546451
2020-07-09,TQQQ,2.241318214032595
2020-07-10,SQQQ,0.15822784810126667
2020-07-13,TQQQ,3.30088870080405
2020-07-14,SQQQ,2.8963414634146423
2020-07-15,TQQQ,1.466431095406362
2020-07-16,SQQQ,3.4482758620689724
2020-07-17,TQQQ,0.7545813869924478
2020-07-20,TQQQ,0.8583690987124415
2020-07-21,TQQQ,1.8375082399472609
2020-07-22,TQQQ,0.5873340143003114
2020-07-23,SQQQ,0.6611570247933907
2020-07-24,SQQQ,4.747320061255733
2020-07-27,TQQQ,2.163891240944582
2020-07-28,SQQQ,1.1023622047244164
2020-07-29,TQQQ,1.7626867056313111
2020-07-30,SQQQ,2.672955974842761
2020-07-31,TQQQ,5.341220093581711
2020-08-03,TQQQ,2.4040877868989785
2020-08-04,SQQQ,0.7901668129938422
2020-08-05,TQQQ,0.566007653061229
2020-08-06,SQQQ,0.3577817531305927
2020-08-07,SQQQ,0.746268656716409
2020-08-10,TQQQ,0.22048980234663507
2020-08-11,SQQQ,1.4234875444839812
2020-08-12,TQQQ,2.479478717102479
2020-08-13,TQQQ,0.8424533501299125
2020-08-14,TQQQ,0.5942142298670738
2020-08-17,TQQQ,1.8348623853211121
2020-08-18,SQQQ,394.1287878787879
2020-08-19,SQQQ,0.0
2020-08-20,SQQQ,0.8792048929663565
2020-08-21,TQQQ,0.16614895615112424
2020-08-24,TQQQ,3.460232097367677
2020-08-25,SQQQ,0.8691316992106346
2020-08-26,TQQQ,1.337406653088924
2020-08-27,TQQQ,1.1803738914056172
2020-08-28,TQQQ,1.274869615607499
2020-08-31,TQQQ,0.5262824170946478
2020-09-01,TQQQ,2.825979176995519
2020-09-02,TQQQ,3.3816425120772875
2020-09-03,SQQQ,4.476093591047814
2020-09-04,SQQQ,1.5432098765432167
2020-09-08,SQQQ,11.832061068702293
2020-09-09,TQQQ,6.092747903305384
2020-09-10,TQQQ,3.3690467176497263
2020-09-11,TQQQ,2.065418307482103
2020-09-14,TQQQ,4.3463971736094065
2020-09-15,TQQQ,4.180340678230987
2020-09-16,TQQQ,0.8319592265027875
2020-09-17,SQQQ,7.594936708860756
2020-09-18,TQQQ,1.4031033344338084
2020-09-21,SQQQ,4.366812227074224
2020-09-22,TQQQ,2.833870694043794
2020-09-23,SQQQ,0.3903200624512104
2020-09-24,SQQQ,2.750000000000008
2020-09-25,TQQQ,0.5505068157986681
2020-09-28,TQQQ,5.5773313735097085
2020-09-29,SQQQ,0.4987531172069959
2020-09-30,TQQQ,0.1791835462760849
2020-10-01,TQQQ,4.331550802139028
2020-10-02,SQQQ,6.555213374395064
2020-10-05,TQQQ,2.1792730454147646
2020-10-06,SQQQ,0.9106678230702547
2020-10-07,TQQQ,2.917457305502835
2020-10-08,TQQQ,2.4938030496507224
2020-10-09,TQQQ,1.8136057443185916
2020-10-12,TQQQ,5.173635719347991
2020-10-13,TQQQ,1.9058732010890589
2020-10-14,TQQQ,0.8944775732434573
2020-10-15,SQQQ,4.977600796416137
2020-10-16,TQQQ,1.8390336590662137
2020-10-19,TQQQ,2.0261888352860025
2020-10-20,TQQQ,0.7904851693378845
2020-10-21,TQQQ,0.22337512609886812
2020-10-22,TQQQ,0.9247218610027419
2020-10-23,TQQQ,0.6643078922665913
2020-10-26,SQQQ,2.592592592592591
2020-10-27,TQQQ,0.9928544565626307
2020-10-28,SQQQ,4.941069809610155
2020-10-29,TQQQ,1.5151515151515138
2020-10-30,SQQQ,2.1404109589041154
2020-11-02,TQQQ,1.992337164750957
2020-11-03,TQQQ,2.1193293046216866
2020-11-04,TQQQ,9.878444084278758
2020-11-05,TQQQ,6.838949171901754
2020-11-06,SQQQ,0.793650793650813
2020-11-09,TQQQ,2.826948480845437
2020-11-10,SQQQ,3.5035035035035023
2020-11-11,TQQQ,2.6619079485463493
2020-11-12,TQQQ,0.9196683620149138
2020-11-13,TQQQ,1.661599377784051
2020-11-16,SQQQ,0.2578648788035043
2020-11-17,TQQQ,0.21551724137931494
2020-11-18,SQQQ,0.6806282722513046
2020-11-19,SQQQ,0.5626598465473087
2020-11-20,SQQQ,0.1573151546932383
2020-11-23,TQQQ,1.074374436819836
2020-11-24,TQQQ,1.053361053361046
2020-11-25,TQQQ,1.0119840213049347
2020-11-27,TQQQ,1.9669345879892663
2020-11-30,TQQQ,0.3244068443483128
2020-12-01,TQQQ,2.3857739526642163
2020-12-02,SQQQ,1.2360211889346662
2020-12-03,TQQQ,0.2425859664018537
2020-12-04,SQQQ,0.05934718100888414
2020-12-07,TQQQ,0.1849752371859914
2020-12-08,SQQQ,0.4889975550122383
2020-12-09,SQQQ,0.18518518518519933
2020-12-10,SQQQ,2.2556390977443552
2020-12-11,SQQQ,1.6374269005847708
2020-12-14,TQQQ,1.1965282083074902
2020-12-15,TQQQ,2.3309457326696537
2020-12-16,TQQQ,0.5357353114329388
2020-12-17,TQQQ,1.7022754907069615
2020-12-18,TQQQ,0.7432624113475228
2020-12-21,SQQQ,2.902208201892731
2020-12-22,TQQQ,0.932749884845685
2020-12-23,SQQQ,0.0
2020-12-24,TQQQ,0.29000638014036184
2020-12-28,TQQQ,2.582307472087031
2020-12-29,TQQQ,1.3675023625548954
2020-12-30,TQQQ,1.125152422126141
2020-12-31,SQQQ,0.06531678641410466
2021-01-04,TQQQ,1.2541254125412626
2021-01-05,SQQQ,1.0101010101010166
2021-01-06,SQQQ,4.595469255663431
2021-01-07,TQQQ,2.6516038398501474
2021-01-08,TQQQ,2.2546129490119027
2021-01-11,SQQQ,2.8591352859135277
2021-01-12,TQQQ,0.13746082366525858
2021-01-13,TQQQ,0.2705986304395669
2021-01-14,TQQQ,0.48754062838569645
2021-01-15,SQQQ,0.33422459893046597
2021-01-19,TQQQ,2.30027625866831
2021-01-20,TQQQ,3.5934291581108946
2021-01-21,SQQQ,-1.1738811445341168
2021-01-22,SQQQ,1.1295180722891596
2021-01-25,TQQQ,3.2232391563868035
2021-01-26,TQQQ,0.3968638079566267
2021-01-27,SQQQ,2.1521906225979937
2021-01-28,TQQQ,0.8519141775347183
2021-01-29,SQQQ,1.5884476534296033
2021-02-01,TQQQ,3.4044434619210806
2021-02-02,TQQQ,2.8521416803953814
2021-02-03,TQQQ,2.0722844234924542
2021-02-04,TQQQ,1.3810233482364653
2021-02-05,TQQQ,0.9500047980040449
2021-02-08,TQQQ,1.576448243114914
2021-02-09,SQQQ,0.978792822185981
2021-02-10,TQQQ,1.3698630136986356
2021-02-11,TQQQ,1.5110276865321515
2021-02-12,SQQQ,0.7407407407407307
2021-02-16,TQQQ,0.7719553174098559
2021-02-17,SQQQ,2.823920265780755
2021-02-18,SQQQ,3.3551554828150643
2021-02-19,TQQQ,1.3368480512144565
2021-02-22,SQQQ,4.066985645933019
2021-02-23,SQQQ,5.103550295858006
2021-02-24,SQQQ,2.7146001467351466
2021-02-25,SQQQ,2.63355906696765
2021-02-26,TQQQ,2.8270762229806623
2021-03-01,TQQQ,4.640215198386022
2021-03-02,TQQQ,0.556701030927842
2021-03-03,SQQQ,1.1577424023154759
2021-03-04,SQQQ,0.46604527296938425
2021-03-05,TQQQ,2.644380691031567
2021-03-08,SQQQ,0.5984042553191626
2021-03-09,TQQQ,7.658616187989553
2021-03-10,TQQQ,4.251343144125208
2021-03-11,TQQQ,4.865119566497822
2021-03-12,SQQQ,4.002965159377303
2021-03-15,TQQQ,0.32760957975599414
2021-03-16,TQQQ,2.178434592227707
2021-03-17,SQQQ,2.9635258358662764
2021-03-18,SQQQ,4.6923076923076845
2021-03-19,SQQQ,0.21141649048626032
2021-03-22,TQQQ,2.0929694727104486
2021-03-23,TQQQ,1.053902733560208
2021-03-24,TQQQ,1.3236929922135765
2021-03-25,SQQQ,1.9148936170212627
2021-03-26,SQQQ,0.29146083274522727
2021-03-29,SQQQ,0.591278640059123
2021-03-30,SQQQ,1.9188191881918781
2021-03-31,TQQQ,1.6601786123196627
2021-04-01,TQQQ,3.698224852071008
2021-04-05,TQQQ,2.4087591240875783
2021-04-06,SQQQ,0.2561912894961438
2021-04-07,SQQQ,0.25553662691650825
2021-04-08,TQQQ,2.691592443965929
2021-04-09,SQQQ,1.3309671694764935
2021-04-12,SQQQ,0.9033423667569984
2021-04-13,TQQQ,1.4319138979878243
2021-04-14,TQQQ,0.2533707356800363
2021-04-15,TQQQ,2.569633311450814
2021-04-16,TQQQ,0.5119453924914641
2021-04-19,SQQQ,1.5151515151515138
2021-04-20,SQQQ,0.4604051565377576
2021-04-21,SQQQ,1.1722272317403082
2021-04-22,SQQQ,0.37037037037035425
2021-04-23,TQQQ,0.589914367269273
2021-04-26,TQQQ,0.22923161562442562
2021-04-27,TQQQ,0.2247797158784426
2021-04-28,SQQQ,0.280636108512633
2021-04-29,TQQQ,2.9733959311424085
2021-04-30,SQQQ,2.3408239700374533
2021-05-03,TQQQ,1.0217350919561552
2021-05-04,SQQQ,2.44122965641953
2021-05-05,TQQQ,1.714513556618824
2021-05-06,SQQQ,0.339558573853993
2021-05-07,TQQQ,2.6154757204895462
2021-05-10,SQQQ,1.2466607301869992
2021-05-11,SQQQ,5.629139072847678
2021-05-12,SQQQ,4.785478547854782
2021-05-13,TQQQ,2.6628895184135803
2021-05-14,TQQQ,3.0740206414382465
2021-05-17,SQQQ,1.5926236378876801
2021-05-18,TQQQ,0.9114997350291532
2021-05-19,SQQQ,5.1696284329563635
2021-05-20,TQQQ,1.4669399201812094
2021-05-21,TQQQ,1.4989293361884481
2021-05-24,TQQQ,2.1772939346811793
2021-05-25,TQQQ,1.4494470774091717
2021-05-26,TQQQ,0.5797386263142412
2021-05-27,SQQQ,0.37737556561083796
2021-05-28,TQQQ,1.161417322834657
2021-06-01,TQQQ,1.2281898820547754
2021-06-02,TQQQ,0.35436558716408495
2021-06-03,SQQQ,2.5629496402877816
2021-06-04,TQQQ,1.738954605196641
2021-06-07,SQQQ,0.6439742410303539
2021-06-08,TQQQ,1.601525262154424
2021-06-09,TQQQ,1.2759474385831249
2021-06-10,TQQQ,0.2758227125737145
2021-06-11,TQQQ,0.05537098560355336
2021-06-14,TQQQ,0.3845449551364233
2021-06-15,SQQQ,0.19920318725101804
2021-06-16,TQQQ,0.3811252268602461
2021-06-17,SQQQ,0.8695652173912993
2021-06-18,SQQQ,1.407035175879412
2021-06-21,TQQQ,0.21741099737293546
2021-06-22,SQQQ,0.09999999999998899
2021-06-23,TQQQ,0.01730852444827846
2021-06-24,TQQQ,1.7192224622030183
2021-06-25,TQQQ,0.5174753987105429
2021-06-28,TQQQ,1.072249170283368
2021-06-29,SQQQ,0.21739130434783593
2021-06-30,SQQQ,0.219780219780219
2021-07-01,SQQQ,0.4376367614879584
2021-07-02,TQQQ,1.6971279373368064
2021-07-06,TQQQ,0.5760732323232265
2021-07-07,TQQQ,1.9311633701915687
2021-07-08,SQQQ,4.277456647398825
2021-07-09,SQQQ,0.567536889897835
2021-07-12,TQQQ,1.2775842044134844
2021-07-13,SQQQ,0.23391812865496409
2021-07-14,TQQQ,2.0351951032899995
2021-07-15,TQQQ,0.0
2021-07-16,TQQQ,0.7498640142979296
2021-07-19,SQQQ,3.040540540540526
2021-07-20,TQQQ,0.7508978126020249
2021-07-21,SQQQ,0.28441410693971214
2021-07-22,TQQQ,0.30899961375048246
2021-07-23,TQQQ,1.157600060528119
2021-07-26,SQQQ,0.49261083743843415
2021-07-27,SQQQ,0.12345679012344402
2021-07-28,TQQQ,0.9121748963437648
2021-07-29,SQQQ,0.4842615012106588
2021-07-30,SQQQ,3.410475030450666
2021-08-02,TQQQ,1.3560343528702612
2021-08-03,TQQQ,0.5576488319517736
2021-08-04,SQQQ,0.12210012210012167
2021-08-05,TQQQ,0.6485849056603765
2021-08-06,SQQQ,1.0000000000000009
2021-08-09,TQQQ,0.35182877666202206
2021-08-10,TQQQ,0.444736074657337
2021-08-11,TQQQ,1.0287913551920491
2021-08-12,SQQQ,0.48661800486617945
2021-08-13,TQQQ,0.2945941964943355
2021-08-16,SQQQ,0.9937888198757738
2021-08-17,SQQQ,2.2388059701492713
2021-08-18,SQQQ,0.4842615012106588
2021-08-19,SQQQ,1.6470588235294237
2021-08-20,TQQQ,0.9261367949593868
2021-08-23,TQQQ,0.905743740795284
2021-08-24,TQQQ,0.5357772294677599
2021-08-25,TQQQ,0.16753926701571498
2021-08-26,SQQQ,0.5221932114882533
2021-08-27,TQQQ,0.5036175344020455
2021-08-30,TQQQ,0.6202618883528688
2021-08-31,TQQQ,0.2067907411113401
2021-09-01,TQQQ,0.8963810288313612
2021-09-02,TQQQ,1.091078437894999
2021-09-03,SQQQ,0.6839945280437965
2021-09-07,TQQQ,0.0660283922086613
2021-09-08,SQQQ,0.38525730180805073
2021-09-09,TQQQ,0.14616968972160915
2021-09-10,TQQQ,1.410342511752849
2021-09-13,TQQQ,1.882514599793872
2021-09-14,TQQQ,1.1912959647431443
2021-09-15,TQQQ,0.3611863582690944
2021-09-16,SQQQ,1.0781671159029615
2021-09-17,SQQQ,0.26954177897575704
2021-09-20,SQQQ,4.557291666666652
2021-09-21,TQQQ,1.4158363922391004
2021-09-22,TQQQ,0.8978003890468544
2021-09-23,TQQQ,0.9740495747619482
2021-09-24,SQQQ,1.9556714471968828
2021-09-27,SQQQ,2.7486910994764413
2021-09-28,SQQQ,3.9591315453384457
2021-09-29,TQQQ,0.8909563983284574
2021-09-30,TQQQ,1.4207476783871797
2021-10-01,TQQQ,0.5458778196997693
2021-10-04,SQQQ,1.416765053128688
2021-10-05,TQQQ,0.78125
2021-10-06,SQQQ,2.8968713789107703
2021-10-07,TQQQ,2.5900364905600437
2021-10-08,TQQQ,0.9268556422337149
2021-10-11,SQQQ,1.1947431302270273
2021-10-12,TQQQ,1.2194143602085816
2021-10-13,TQQQ,1.9452099205705897
2021-10-14,TQQQ,3.041102399619877
2021-10-15,TQQQ,1.0207145001500884
2021-10-18,SQQQ,1.1523687580025754
2021-10-19,TQQQ,0.9014165116611794
2021-10-20,TQQQ,0.44802240112007397
2021-10-21,SQQQ,0.6729475100942128
2021-10-22,SQQQ,1.0958904109588996
2021-10-25,TQQQ,1.2089467723669367
2021-10-26,TQQQ,1.9241341396371459
2021-10-27,TQQQ,0.4629629629629761
2021-10-28,TQQQ,1.5333693596325304
2021-10-29,SQQQ,2.463768115942022
2021-11-01,TQQQ,0.4124774426398581
2021-11-02,SQQQ,0.2971768202080227
2021-11-03,TQQQ,0.352689255573746
2021-11-04,TQQQ,0.9827859846172737
2021-11-05,TQQQ,1.4888483493203042
2021-11-08,SQQQ,0.0
2021-11-09,TQQQ,0.8183209702107508
2021-11-10,SQQQ,2.2187004754358197
2021-11-11,TQQQ,2.313446910165351
2021-11-12,TQQQ,0.9042155150910336
2021-11-15,TQQQ,0.8824418253248867
2021-11-16,SQQQ,0.6319115323854652
2021-11-17,TQQQ,0.2310152825494738
2021-11-18,TQQQ,1.5737782510945486
2021-11-19,TQQQ,1.2859521212469138
2021-11-22,TQQQ,1.2137292536976485
2021-11-23,SQQQ,0.8183306055646433
2021-11-24,SQQQ,1.7770597738287375
2021-11-26,SQQQ,2.12418300653594
2021-11-29,TQQQ,3.3325043521512
2021-11-30,SQQQ,0.6611570247933907
2021-12-01,TQQQ,3.284604562970217
2021-12-02,SQQQ,0.9022556390977376
2021-12-03,TQQQ,1.2530059486140832
2021-12-06,TQQQ,0.3398187633262273
2021-12-07,TQQQ,5.325867569503218
2021-12-08,TQQQ,0.2687529861442828
2021-12-09,SQQQ,1.0033444816053505
2021-12-10,TQQQ,2.049987687761634
2021-12-13,TQQQ,0.0
2021-12-14,SQQQ,3.65079365079366
2021-12-15,SQQQ,0.30816640986131016
2021-12-16,TQQQ,0.7358706797756298
2021-12-17,SQQQ,3.076923076923088
2021-12-20,SQQQ,4.090909090909101
2021-12-21,TQQQ,2.6454303096588916
2021-12-22,SQQQ,0.3154574132492094
2021-12-23,TQQQ,0.32788913635239947
2021-12-27,TQQQ,0.9729272419627844
2021-12-28,TQQQ,0.7901263048618823
2021-12-29,TQQQ,-0.023344032681638094
2021-12-30,SQQQ,0.17361111111111605
2021-12-31,SQQQ,0.5163511187607606
2022-01-03,TQQQ,0.90182167979318
2022-01-04,TQQQ,0.40904575468942994
2022-01-05,SQQQ,1.1725293132328396
2022-01-06,SQQQ,1.3782542113323082
2022-01-07,SQQQ,0.0
2022-01-10,SQQQ,4.00593471810089
2022-01-11,SQQQ,1.0432190760059745
2022-01-12,TQQQ,1.9939056703762503
2022-01-13,SQQQ,395.5835962145111
2022-01-14,SQQQ,2.34879624192601
2022-01-18,SQQQ,4.656716417910456
2022-01-19,TQQQ,1.0046483730694389
2022-01-20,TQQQ,2.5633058878359316
2022-01-21,SQQQ,1.8648018648018683
2022-01-24,SQQQ,5.049054797798513
2022-01-25,SQQQ,5.560940150230187
2022-01-26,TQQQ,7.023474178403766
2022-01-27,TQQQ,4.233301975540926
2022-01-28,TQQQ,1.6291698991466097
2022-01-31,TQQQ,1.1974454497073017
2022-02-01,TQQQ,0.9542293385088163
2022-02-02,TQQQ,3.507379780987141
2022-02-03,SQQQ,7.980957714925796
2022-02-04,TQQQ,0.22911526260132042
2022-02-07,TQQQ,0.6303236797274181
2022-02-08,SQQQ,1.143292682926833
2022-02-09,TQQQ,3.776129467296019
2022-02-10,SQQQ,5.8609085810432004
2022-02-11,SQQQ,0.07888509071785066
2022-02-14,SQQQ,0.7208073041806928
2022-02-15,TQQQ,4.491858506457036
2022-02-16,SQQQ,1.820546163849146
2022-02-17,SQQQ,2.780665280665273
2022-02-18,TQQQ,0.7278299176403102
2022-02-22,SQQQ,2.7720027720027796
2022-02-23,TQQQ,2.782324058919805
2022-02-24,SQQQ,9.768798167048542
2022-02-25,TQQQ,0.8777239709442997
2022-02-28,SQQQ,2.8661646830216103
2022-03-01,SQQQ,1.129388657009578
2022-03-02,TQQQ,1.25899280575541
2022-03-03,TQQQ,2.5176425710471184
2022-03-04,SQQQ,2.152827064111662
2022-03-07,SQQQ,0.0
2022-03-08,SQQQ,0.7141399714344132
2022-03-09,TQQQ,7.761690007120814
2022-03-10,SQQQ,3.629395852119033
2022-03-11,TQQQ,2.658396101019056
2022-03-14,SQQQ,1.3906056860321536
2022-03-15,TQQQ,2.5338685398896166
2022-03-16,TQQQ,3.696900114810564
2022-03-17,SQQQ,1.7641372643789177
2022-03-18,SQQQ,1.427855711422854
2022-03-21,SQQQ,0.5868231528407541
2022-03-22,TQQQ,0.5304034855086126
2022-03-23,SQQQ,2.4345623416830886
2022-03-24,TQQQ,1.643323996265167
2022-03-25,SQQQ,0.08673026886381052
2022-03-28,SQQQ,0.05772005772006761
2022-03-29,TQQQ,3.360215053763449
2022-03-30,SQQQ,1.4663691424928293
2022-03-31,SQQQ,0.09282178217822068
2022-04-01,TQQQ,0.42970092815399763
2022-04-04,TQQQ,0.7767995857068888
2022-04-05,SQQQ,1.1352885525070855
2022-04-06,SQQQ,4.649096831507249
2022-04-07,SQQQ,0.9171762090050217
2022-04-08,SQQQ,1.5388919977616045
2022-04-11,SQQQ,3.9112903225806406
2022-04-12,TQQQ,4.152823920265791
2022-04-13,TQQQ,0.25241901556583013
2022-04-14,TQQQ,0.05953562214724428
2022-04-18,SQQQ,0.9620128268376993
2022-04-19,SQQQ,0.767706785537392
2022-04-20,TQQQ,0.81738437001595
2022-04-21,TQQQ,3.6325678496868408
2022-04-22,SQQQ,-0.011961722488029736
2022-04-25,SQQQ,1.550731058927779
2022-04-26,SQQQ,1.9363762102351245
2022-04-27,SQQQ,0.11410788381742698
2022-04-28,TQQQ,4.692429022082023
2022-04-29,SQQQ,3.8985005767012693
2022-05-02,SQQQ,0.6730573118498784
2022-05-03,SQQQ,0.12864493996569415
2022-05-04,TQQQ,0.391236306729259
2022-05-05,SQQQ,4.163675520459442
2022-05-06,SQQQ,2.3983315954118734
2022-05-09,SQQQ,5.741818911865093
2022-05-10,TQQQ,7.192005242463972
2022-05-11,SQQQ,2.36719478098788
2022-05-12,SQQQ,4.586684922129036
2022-05-13,TQQQ,4.626708727655093
2022-05-16,SQQQ,1.544622425629294
2022-05-17,TQQQ,5.807504078303438
2022-05-18,SQQQ,4.504504504504503
2022-05-19,SQQQ,2.0975353959097998
2022-05-20,TQQQ,3.8796229151559114
2022-05-23,TQQQ,1.1338697878566117
2022-05-24,SQQQ,5.500806307113426
2022-05-25,SQQQ,1.651499831479608
2022-05-26,SQQQ,0.7557117750439435
2022-05-27,TQQQ,3.215699208443268
2022-05-31,TQQQ,0.030039050765995334
2022-06-01,TQQQ,1.99697428139185
2022-06-02,SQQQ,1.051546391752578
2022-06-03,SQQQ,5.0561797752809
2022-06-06,TQQQ,4.589296826384581
2022-06-07,SQQQ,3.3825079030558314
2022-06-08,SQQQ,0.7783783783783749
2022-06-09,SQQQ,1.7796610169491522
2022-06-10,SQQQ,5.7613168724279795
2022-06-13,SQQQ,9.359518754423203
2022-06-14,TQQQ,2.4263431542461023
2022-06-15,TQQQ,3.572965992251387
2022-06-16,SQQQ,7.740408991042758
2022-06-17,TQQQ,0.9606587374199504
2022-06-21,TQQQ,5.050727834142044
2022-06-22,SQQQ,2.720513687056436
2022-06-23,TQQQ,2.675998353231801
2022-06-24,TQQQ,3.087248322147662
2022-06-27,TQQQ,1.3223731236597702
2022-06-28,TQQQ,0.5124450951683679
2022-06-29,SQQQ,0.26422406200456994
2022-06-30,SQQQ,3.230361871138565
2022-07-01,SQQQ,1.3256288239292813
2022-07-05,SQQQ,4.095800069420341
2022-07-06,TQQQ,0.4678362573099504
2022-07-07,TQQQ,0.9181331293037331
2022-07-08,SQQQ,2.8440731901352434
2022-07-11,SQQQ,2.5379696243005734
2022-07-12,TQQQ,1.263883569513613
2022-07-13,SQQQ,5.969331872946326
2022-07-14,SQQQ,2.857402031930345
2022-07-15,TQQQ,3.222003929273076
2022-07-18,TQQQ,3.0608435983575877
2022-07-19,TQQQ,3.7447458922430066
2022-07-20,TQQQ,0.7027406886858767
2022-07-21,TQQQ,0.4014720642355307
2022-07-22,SQQQ,0.9132420091324311
2022-07-25,SQQQ,0.043402777777790114
